  -2    65.050   180.000
  -3    64.920   179.580
  -3    64.670   178.670
  -3    64.750   177.500
  -3    64.330   177.500
  -3    64.330   178.330
  -3    64.000   178.580
  -3    63.500   178.830
  -3    63.000   179.250
  -3    62.670   179.670
  -3    62.250   179.000
  -3    62.500   178.170
  -3    62.500   177.000
  -3    62.250   176.250
  -3    62.080   175.330
  -3    61.750   174.580
  -3    61.670   173.830
  -3    61.330   173.080
  -3    61.000   172.330
  -3    60.670   171.500
  -3    60.420   170.670
  -3    59.920   170.330
  -3    60.250   169.830
  -3    60.500   169.170
  -3    60.580   168.250
  -3    60.420   167.500
  -3    60.170   166.830
  -3    59.750   166.170
  -3    60.330   166.170
  -3    60.170   165.330
  -3    59.830   164.750
  -3    60.000   164.170
  -3    59.830   163.330
  -3    59.420   163.170
  -3    59.000   162.920
  -3    58.580   162.330
  -3    58.170   161.920
  -3    57.750   162.080
  -3    57.920   162.580
  -3    57.670   163.170
  -3    57.250   162.670
  -3    56.830   162.670
  -3    56.670   163.080
  -3    56.170   163.250
  -3    56.000   162.830
  -3    56.250   162.420
  -3    56.080   161.920
  -3    55.670   161.580
  -3    55.170   161.670
  -3    54.750   162.080
  -3    54.750   162.080
  -3    54.500   161.670
  -3    54.580   161.170
  -3    54.420   160.420
  -3    54.080   159.920
  -3    53.580   159.830
  -3    53.170   159.920
  -3    53.170   159.170
  -3    52.830   158.580
  -3    52.250   158.420
  -3    51.670   157.920
  -3    51.250   157.330
  -3    50.920   156.670
  -3    51.250   156.500
  -3    51.670   156.500
  -3    52.170   156.420
  -3    52.750   156.080
  -3    53.330   156.000
  -3    53.920   155.830
  -3    54.330   155.670
  -3    54.830   155.500
  -3    55.250   155.420
  -3    55.830   155.500
  -3    56.330   155.750
  -3    56.830   156.000
  -3    57.000   156.670
  -3    57.420   157.000
  -3    57.750   156.830
  -3    57.750   157.500
  -3    58.000   158.250
  -3    58.420   159.000
  -3    58.830   159.670
  -3    59.250   160.080
  -3    59.670   160.920
  -3    60.080   161.580
  -3    60.420   161.920
  -3    60.670   162.670
  -3    60.830   163.500
  -3    61.170   163.750
  -3    61.750   163.920
  -3    62.250   164.080
  -3    62.500   164.750
  -3    62.670   164.420
  -3    62.500   163.250
  -3    62.080   162.920
  -3    61.670   162.920
  -3    61.580   162.250
  -3    61.250   161.670
  -3    60.920   161.000
  -3    60.580   160.170
  -3    60.920   159.920
  -3    61.250   159.830
  -3    61.830   160.330
  -3    61.670   159.500
  -3    61.830   158.830
  -3    61.750   157.920
  -3    61.580   156.920
  -3    61.170   156.330
  -3    60.750   155.750
  -3    60.420   155.000
  -3    60.000   154.500
  -3    59.500   154.170
  -3    59.420   154.830
  -3    59.170   155.170
  -3    59.080   154.000
  -3    59.170   153.330
  -3    59.000   152.920
  -3    58.830   152.000
  -3    58.830   151.330
  -3    59.080   151.080
  -3    59.330   151.670
  -3    59.580   151.330
  -3    59.500   150.830
  -3    59.580   150.170
  -3    59.750   149.500
  -3    59.670   149.000
  -3    59.420   148.920
  -3    59.250   148.830
  -3    59.330   148.170
  -3    59.250   147.420
  -3    59.420   146.500
  -3    59.170   145.920
  -3    59.330   145.580
  -3    59.330   144.670
  -3    59.330   143.670
  -3    59.250   142.670
  -3    59.000   142.000
  -3    58.670   141.670
  -3    58.420   141.000
  -3    58.080   140.580
  -3    57.750   140.250
  -3    57.500   139.670
  -3    57.170   139.000
  -3    56.830   138.500
  -3    56.330   137.920
  -3    55.920   137.250
  -3    55.580   136.580
  -3    55.170   135.920
  -3    54.920   135.170
  -3    54.670   135.250
  -3    54.670   135.250
  -3    54.500   135.920
  -3    54.580   136.670
  -3    54.170   136.670
  -3    53.750   136.670
  -3    54.170   137.080
  -3    54.250   137.670
  -3    53.830   137.670
  -3    53.500   137.330
  -3    53.670   138.250
  -3    54.170   138.830
  -3    54.170   139.500
  -3    54.000   140.170
  -3    53.750   140.250
  -3    53.500   140.750
  -3    53.250   141.330
  -3    52.830   141.080
  -3    52.420   141.080
  -3    52.170   141.330
  -3    51.830   141.080
  -3    51.420   140.750
  -3    51.000   140.500
  -3    50.500   140.420
  -3    50.000   140.500
  -3    49.420   140.500
  -3    49.000   140.330
  -3    48.500   140.170
  -3    48.000   139.500
  -3    47.500   139.000
  -3    47.080   138.500
  -3    46.500   138.250
  -3    46.080   137.920
  -3    45.670   137.500
  -3    45.250   136.920
  -3    44.750   136.330
  -3    44.330   135.670
  -3    43.920   135.500
  -3    43.420   135.000
  -3    43.170   134.330
  -3    42.830   133.750
  -3    42.670   133.080
  -3    42.920   132.330
  -3    43.250   132.330
  -3    43.250   131.750
  -3    43.000   131.500
  -3    42.580   131.170
  -3    42.580   130.830
  -3    42.250   130.670
  -3    42.080   130.080
  -3    41.580   129.580
  -3    41.330   129.670
  -3    40.830   129.670
  -3    40.670   129.250
  -3    40.330   128.750
  -3    40.080   128.250
  -3    39.920   127.830
  -3    39.830   127.330
  -3    39.580   127.500
  -3    39.250   127.330
  -3    39.000   127.830
  -3    38.670   128.250
  -3    38.250   128.500
  -3    37.920   128.830
  -3    37.500   129.170
  -3    37.000   129.330
  -3    36.500   129.420
  -3    36.000   129.420
  -3    35.580   129.330
  -3    35.170   129.080
  -3    34.920   128.500
  -3    34.830   127.750
  -3    34.670   127.170
  -3    34.330   126.580
  -3    34.830   126.330
  -3    35.330   126.330
  -3    35.750   126.750
  -3    36.330   126.500
  -3    36.920   126.170
  -3    37.000   126.750
  -3    37.420   126.580
  -3    37.750   126.080
  -3    37.670   125.330
  -3    38.080   124.750
  -3    38.500   125.000
  -3    38.920   125.170
  -3    39.420   125.420
  -3    39.580   125.080
  -3    39.670   124.670
  -3    39.830   124.080
  -3    39.750   123.500
  -3    39.580   123.000
  -3    39.420   122.420
  -3    39.080   122.080
  -3    38.830   121.580
  -3    38.750   121.170
  -3    39.170   121.670
  -3    39.500   121.330
  -3    39.750   121.500
  -3    40.000   121.920
  -3    40.420   122.250
  -3    40.420   122.250
  -3    40.830   121.920
  -3    40.920   121.250
  -3    40.580   120.830
  -3    40.170   120.420
  -3    40.000   119.920
  -3    39.750   119.420
  -3    39.420   119.250
  -3    39.170   119.000
  -3    39.080   118.420
  -3    39.250   118.000
  -3    38.920   117.670
  -3    38.580   117.580
  -3    38.250   117.920
  -3    38.000   118.330
  -3    37.750   118.830
  -3    37.330   118.920
  -3    37.080   119.330
  -3    37.080   119.750
  -3    37.330   120.000
  -3    37.580   120.330
  -3    37.750   120.830
  -3    37.500   121.170
  -3    37.420   121.580
  -3    37.420   122.080
  -3    37.330   122.580
  -3    36.830   122.330
  -3    37.000   122.000
  -3    36.750   121.500
  -3    36.580   120.830
  -3    36.170   120.670
  -3    35.920   120.170
  -3    35.580   119.670
  -3    35.250   119.420
  -3    34.830   119.170
  -3    34.580   119.750
  -3    34.330   120.330
  -3    33.830   120.500
  -3    33.420   120.670
  -3    33.000   120.830
  -3    32.580   120.920
  -3    32.420   121.250
  -3    32.080   121.670
  -3    31.670   121.830
  -3    31.670   121.250
  -3    31.250   121.830
  -3    30.920   121.920
  -3    30.830   121.500
  -3    30.670   121.170
  -3    30.420   120.920
  -3    30.330   120.420
  -3    30.170   120.750
  -3    30.250   121.330
  -3    30.080   121.670
  -3    30.000   122.080
  -3    29.750   122.000
  -3    29.170   121.920
  -3    29.170   121.670
  -3    28.670   121.500
  -3    28.420   121.580
  -3    28.170   121.420
  -3    28.170   121.080
  -3    27.830   120.830
  -3    27.420   120.580
  -3    27.000   120.330
  -3    26.670   120.000
  -3    26.750   119.670
  -3    26.330   119.750
  -3    26.000   119.670
  -3    25.580   119.420
  -3    25.250   119.170
  -3    25.000   118.830
  -3    24.580   118.670
  -3    24.580   118.170
  -3    24.250   118.170
  -3    24.000   117.830
  -3    23.670   117.420
  -3    23.420   117.000
  -3    23.080   116.500
  -3    22.830   116.000
  -3    22.750   115.500
  -3    22.670   115.000
  -3    22.670   114.500
  -3    22.250   114.170
  -3    22.670   113.670
  -3    22.170   113.500
  -3    22.500   113.080
  -3    22.000   113.000
  -3    21.830   112.500
  -3    21.750   112.000
  -3    21.500   111.500
  -3    21.420   110.920
  -3    21.250   110.420
  -3    20.920   110.250
  -3    20.500   110.500
  -3    20.330   110.250
  -3    20.330   109.920
  -3    20.750   109.750
  -3    21.000   109.670
  -3    21.420   109.750
  -3    21.420   109.750
  -3    21.420   109.420
  -3    21.670   109.000
  -3    21.670   108.500
  -3    21.500   108.000
  -3    21.250   107.580
  -3    21.000   107.080
  -3    20.670   106.670
  -3    20.250   106.420
  -3    19.920   105.920
  -3    19.500   105.750
  -3    19.000   105.580
  -3    18.420   105.920
  -3    18.080   106.330
  -3    17.750   106.420
  -3    17.330   106.830
  -3    16.920   107.170
  -3    16.500   107.670
  -3    16.170   108.080
  -3    15.750   108.420
  -3    15.330   108.830
  -3    14.750   109.000
  -3    14.250   109.170
  -3    13.750   109.250
  -3    13.250   109.250
  -3    12.830   109.250
  -3    12.170   109.170
  -3    11.750   109.170
  -3    11.420   109.000
  -3    11.170   108.500
  -3    10.920   108.080
  -3    10.670   107.670
  -3    10.420   107.250
  -3    10.420   106.670
  -3     9.830   106.670
  -3     9.420   106.330
  -3     9.330   105.830
  -3     9.000   105.420
  -3     8.670   105.000
  -3     9.080   104.830
  -3     9.580   104.830
  -3    10.080   105.000
  -3    10.250   104.500
  -3    10.580   104.250
  -3    10.580   103.670
  -3    10.920   103.250
  -3    11.330   103.000
  -3    11.750   102.830
  -3    12.080   102.580
  -3    12.250   102.250
  -3    12.670   101.830
  -3    12.670   101.420
  -3    12.750   100.920
  -3    13.330   100.920
  -3    13.500   100.420
  -3    13.330   100.000
  -3    12.750    99.920
  -3    12.080    99.920
  -3    11.670    99.750
  -3    11.170    99.580
  -3    10.830    99.330
  -3    10.250    99.170
  -3     9.670    99.170
  -3     9.170    99.330
  -3     9.250    99.830
  -3     8.580    99.920
  -3     8.250   100.250
  -3     7.750   100.420
  -3     7.170   100.580
  -3     6.920   100.920
  -3     6.830   101.500
  -3     6.420   101.830
  -3     6.080   102.250
  -3     5.750   102.670
  -3     5.420   103.080
  -3     4.920   103.420
  -3     4.420   103.420
  -3     3.920   103.420
  -3     3.420   103.420
  -3     2.920   103.420
  -3     2.580   103.750
  -3     2.000   104.080
